"","class","email"
"3362","ham","No messages on her phone. I'm holding it now"
"904","ham","Lovely smell on this bus and it ain't tobacco... "
"2130","ham","Mine here like all fr china then so noisy."
"2752","ham","Play w computer? Aiyah i tok 2 u lor?"
"2411","ham","Ok... Thanx... Gd nite 2 Ì_ too..."
"887","ham","I like to talk pa but am not able to. I dont know y."
"2876","ham","Fuck cedar key and fuck her (come over anyway tho)"
"852","ham","I am real, baby! I want to bring out your inner tigress..."
"985","ham","Yo guess what I just dropped"
"2403","ham","Oh oh... Wasted... Den muz chiong on sat n sun liao..."
"2846","ham","Wat time u finish ur lect today?"
"4467","ham","She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
"51","ham","What you thinked about me. First time you saw me in class."
"1607","ham","Ok no prob... I'll come after lunch then..."
"2171","ham","\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R"
"1392","ham","Haha just kidding, papa needs drugs"
"128","ham","Are you there in room."
"458","ham","I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl"
"1012","ham","I just got home babe, are you still awake ?"
"4399","ham","Yes just finished watching days of our lives. I love it."
"4203","ham","C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested."
"3713","ham","If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok."
"315","ham","You made my day. Do have a great day too."
"2963","ham","You dont know you jabo me abi."
"796","ham","it's really getting me down just hanging around."
"697","ham","Aight, you close by or still down around alex's place?"
"4063","ham","How are you. Its been ages. How's abj"
"4140","ham","Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?"
"647","ham","Do you mind if I ask what happened? You dont have to say if it is uncomfortable."
"2259","ham","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish."
"3258","ham","He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him"
"3167","ham","When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
"3946","ham","How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch"
"5006","ham","ILL B DOWN SOON"
"3132","ham","I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!"
"2040","ham","Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
"3034","ham","Get ready for  &lt;#&gt;  inches of pleasure..."
"2162","ham","Is she replying. Has boye changed his phone number"
"1727","ham","\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
"1065","ham","That's fine, I'll bitch at you about it later then"
"3534","ham","Good evening! How are you?"
"3316","ham","I know girls always safe and selfish know i got it pa. Thank you. good night."
"465","ham","Ok i am on the way to railway"
"4553","ham","Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  "
"3887","ham","Cab is available.they pick up and drop at door steps."
"2408","ham","Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
"4326","ham","That seems unnecessarily hostile"
"182","ham","Lol no. U can trust me."
"155","ham","You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
"5120","ham","Lol for real. She told my dad I have cancer"
"216","ham","Finally the match heading towards draw as your prediction."
"2916","ham","What time should I tell my friend to be around?"
"4262","ham","You'll never believe this but i have actually got off at taunton. Wow"
"1657","ham","Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)"
"3217","ham","Come to mahal bus stop.. &lt;DECIMAL&gt;"
"2736","ham","I meant middle left or right?"
"3554","ham","am up to my eyes in philosophy"
"2766","ham"," and  picking them up from various points"
"1577","ham","No. To be nosy I guess. Idk am I over reacting if I'm freaked?"
"1977","ham","Lol alright i was thinkin that too haha"
"3649","ham","Hmm ill have to think about it... ok you're forgiven! =D"
"1271","ham","Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
"534","ham","I'll be late..."
"4842","ham","Awesome, that gonna be soon or later tonight?"
"4083","ham","Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
"2252","ham","hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?"
"4732","ham","Wat time r Ì_ going to xin's hostel?"
"1770","ham","Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind..."
"5570","ham","Pity, * was in mood for that. So...any other suggestions?"
"1824","ham","Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?"
"554","ham","Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know"
"503","ham","Check with nuerologist."
"2301","ham","Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?"
"2218","ham","* Will have two more cartons off u and is very pleased with shelves"
"71","ham","Wah lucky man... Then can save money... Hee..."
"1192","ham","Come to my home for one last time i wont do anything. Trust me."
"3303","ham","It'll be tough, but I'll do what I have to"
"1556","ham","Ok i found dis pierre cardin one which looks normal costs 20 its on sale."
"3964","ham","If e timing can, then i go w u lor..."
"1450","ham","say thanks2. "
"1843","ham","\Are you comingdown later?\"""""
"3693","ham","I was about to do it when i texted. I finished a long time ago and showered and er'ything!"
"4194","ham","Can not use foreign stamps in this country."
"4992","ham","I'm hungry buy smth home..."
"5351","ham","No one interested. May be some business plan."
"2098","ham","Are you the cutest girl in the world or what"
"5007","ham","Oh k. . I will come tomorrow"
"300","ham","Need a coffee run tomo?Can't believe it's that time of week already"
"2738","ham","Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu"
"4436","ham","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
"3185","ham","MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM."
"4127","ham","Sorry, I'll call later"
"2437","ham","Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude"
"4884","ham","For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections."
"3675","ham","Whos this am in class:-)"
"5480","ham","Really do hope the work doesnt get stressful. Have a gr8 day."
"2592","ham","Still work going on:)it is very small house."
"1527","ham","Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
"1646","ham","I.ll post her out l8r. In class"
"1855","ham","They did't play one day last year know even though they have very good team.. Like india."
"195","ham","How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day"
"5494","ham","I think if he rule tamilnadu..then its very tough for our people."
"5187","ham","I uploaded mine to Facebook"
"2345","ham","Okie..."
"3761","ham","Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo"
"2087","ham","Dude how do you like the buff wind."
"196","ham","Gud mrng dear hav a nice day"
"4718","ham","My uncles in Atlanta. Wish you guys a great semester."
"351","ham","Nah can't help you there, I've never had an iphone"
"5080","ham","\Keep ur problems in ur heart"
"1601","ham","K.then any other special?"
"3825","ham","Hi. I'm always online on yahoo and would like to chat with you someday"
"4502","ham","Wot is u up 2 then bitch?"
"3104","ham","That's y i said it's bad dat all e gals know u... Wat u doing now?"
"394","ham","Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down"
"3770","ham","Love it! The girls at the office may wonder why you are smiling but sore..."
"1157","ham","Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee"
"2347","ham","Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different"
"5015","ham","I think the other two still need to get cash but we can def be ready by 9"
"3064","ham","Ok. How many should i buy."
"356","ham","Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
"4826","ham","Haha, just what I was thinkin"
"4638","ham","Captain vijaykanth is doing comedy in captain tv..he is drunken :)"
"304","ham","He is a womdarfull actor"
"478","ham","Tension ah?what machi?any problem?"
"3262","ham","O shore are you takin the bus"
"76","ham","I am waiting machan. Call me once you free."
"547","ham","I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin"
"2644","ham","Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No."
"2135","ham","If he started searching he will get job in few days.he have great potential and talent."
"3449","ham","Sorry. || mail? || "
"4882","ham","As usual u can call me ard 10 smth."
"1933","ham","Jus finished avatar nigro"
"301","ham","Awesome, I remember the last time we got somebody high for the first time with diesel :V"
"4755","ham","U wan 2 haf lunch i'm in da canteen now."
"889","ham","You unbelievable faglord"
"2432","ham","That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day."
"2205","ham","Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday."
"1854","ham","I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way."
"551","ham","Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
"3820","ham","I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
"1273","ham","Ok..."
"1124","ham","Good morning princess! How are you?"
"460","ham","Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe."
"3805","ham","Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics."
"1299","ham","Your daily text from me ‰ÛÒ a favour this time"
"2580","ham","I dunno until when... Lets go learn pilates..."
"795","ham","There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?"
"2643","ham","They can try! They can get lost, in fact. Tee hee"
"4113","ham","Thought we could go out for dinner. I'll treat you! Seem ok?"
"3195","ham","Great. P diddy is my neighbor and comes for toothpaste every morning"
"927","ham","But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet."
"3048","ham","Die... Now i have e toot fringe again..."
"1537","ham","How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!"
"4084","ham","Quite ok but a bit ex... U better go eat smth now else i'll feel guilty..."
"4054","ham","dont make ne plans for nxt wknd coz she wants us to come down then ok"
"800","ham","\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
"1009","ham","Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
"2832","ham","Its normally hot mail. Com you see!"
"1290","ham","Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
"346","ham","Gudnite....tc...practice going on"
"457","ham","LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
"3942","ham","She's borderline but yeah whatever."
"2203","ham","(And my man carlos is definitely coming by mu tonight, no excuses)"
"3932","ham","Sos! Any amount i can get pls."
"3251","ham","I‰Û÷ll leave around four, ok?"
"2394","ham","Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
"1493","ham","In the end she might still vomit but its okay. Not everything will come out."
"1641","ham","Alright, we're all set here, text the man"
"3330","ham","Send me yetty's number pls."
"2665","ham","He remains a bro amongst bros"
"1182","ham","You flippin your shit yet?"
"562","ham","Thanx 4 e brownie it's v nice..."
"858","ham","Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home."
"5085","ham","Hey happy birthday..."
"4175","ham","How are you doing. How's the queen. Are you going for the royal wedding"
"399","ham","Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
"3334","ham","That's fine, have him give me a call if he knows what he wants or has any questions"
"5122","ham","Oops I did have it,  &lt;#&gt; ?"
"4363","ham","Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
"3982","ham","His frens go then he in lor. Not alone wif my mum n sis lor."
"4379","ham","How are you. Just checking up on you"
"1457","ham","U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor.."
"4671","ham","Probably not, I'm almost out of gas and I get some cash tomorrow"
"1805","ham","The bus leaves at  &lt;#&gt; "
"5421","ham","I dont know oh. Hopefully this month."
"3114","ham","Yes watching footie but worried we're going to blow it - Phil Neville?"
"3992","ham","Dizzamn, aight I'll ask my suitemates when I get back"
"1314","ham","How abt making some of the pics bigger?"
"3647","ham","Hey babe, my friend had to cancel, still up for a visit ?"
"3124","ham","My uncles in Atlanta. Wish you guys a great semester."
"3341","ham","Still i have not checked it da. . ."
"1281","ham","Oh ho. Is this the first time u use these type of words"
"2841","ham","Ok thanx..."
"2704","ham","Yup no more already... Thanx 4 printing n handing it up."
"4987","ham","No rushing. I'm not working. I'm in school so if we rush we go hungry."
"1369","ham","Alright. I'm out--have a good night!"
"5529","ham","Its just the effect of irritation. Just ignore it"
"3253","ham","K:)k..its good:)when are you going?"
"4867","ham","Okey dokey swashbuckling stuff what oh."
"4080","ham","Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
"4348","ham","You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days"
"2273","ham","Haha awesome, I've been to 4u a couple times. Who all's coming?"
"3101","ham","Pathaya enketa maraikara pa'"
"2128","ham","Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
"223","ham","Sorry, I'll call later"
"4112","ham","I'll see, but prolly yeah"
"3651","ham","Want to send me a virtual hug?... I need one"
"31","ham","Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
"865","ham","Dude ive been seeing a lotta corvettes lately"
"4120","ham","Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
"400","ham","Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator.."
"4277","ham","I'm glad. You are following your dreams."
"4546","ham","Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL"
"5136","ham","Sorry * was at the grocers."
"3478","ham","I can ask around but there's not a lot in terms of mids up here"
"4007","ham","I'm reaching home in 5 min."
"5009","ham","My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
"3184","ham","Good morning pookie pie! Lol hope I didn't wake u up"
"4037","ham","Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... "
"5352","ham","Yup it's at paragon... I havent decided whether 2 cut yet... Hee..."
"5022","ham","Yes its possible but dint try. Pls dont tell to any one k"
"653","ham","Wait, do you know if wesleys in town? I bet she does hella drugs!"
"4691","ham","Surly ill give it to you:-) while coming to review."
"2150","ham","Waaaat?? Lololo ok next time then!"
"5492","ham","U studying in sch or going home? Anyway i'll b going 2 sch later."
"1720","ham","Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor.."
"1775","ham","Its ok chikku, and its my 1 of favourite song..:-)"
"2683","ham","I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon"
"344","ham","Am not interested to do like that."
"1818","ham","Well i will watch shrek in 3D!!B)"
"867","ham","Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
"605","ham","Meet after lunch la..."
"1547","ham","Shant disturb u anymore... Jia you..."
"3610","ham","Call me. I m unable to cal. Lets meet bhaskar, and deep"
"3206","ham","At home also."
"100","ham","Please don't text me anymore. I have nothing else to say."
"1013","ham","I dunno they close oredi not... ÌÏ v ma fan..."
"1604","ham","Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! "
"4373","ham","Me fine..absolutly fine"
"3789","ham","Are you sure you don't mean \get here"
"1572","ham","Near kalainar tv office.thenampet"
"922","ham","On ma way to school. Can you pls send me ashley's number"
"1902","ham","Sorry, I'll call later"
"3815","ham","Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
"2486","ham","Lol that's different. I don't go trying to find every real life photo you ever took."
"4512","ham","Now project pa. After that only i can come."
"4669","ham","When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
"4231","ham","U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today."
"5423","ham","Ok k..sry i knw 2 siva..tats y i askd.."
"3699","ham","How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch..."
"4290","ham","For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
"1101","ham","You busy or can I come by at some point and figure out what we're doing tomorrow"
"2233","ham","Nothing just getting msgs by dis name wit different no's.."
"4584","ham","Noooooooo please. Last thing I need is stress. For once in your life be fair."
"4954","ham","U coming back 4 dinner rite? Dad ask me so i re confirm wif u..."
"5268","ham","Anything lar then Ì_ not going home 4 dinner?"
"2118","ham","Wish u many many returns of the day.. Happy birthday vikky.."
"1256","ham","Just wait till end of march when el nino gets himself. Oh."
"3790","ham","I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
"5542","ham","Yeah it's jus rite..."
"1051","ham","Are you available for soiree on June 3rd?"
"2470","ham","* Am on my way"
"173","ham","What time you coming down later? "
"2569","ham","Hey. For me there is no leave on friday. Wait i will ask my superior and tell you.."
"2900","ham","Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house"
"3868","ham","not that I know of, most people up here are still out of town"
"1329","ham","My exam is for february 4. Wish you a great day."
"2819","ham","Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*"
"1512","ham","Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?"
"2860","ham","I want to be there so i can kiss you and feel you next to me"
"2796","ham","Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;"
"549","ham","Wait  &lt;#&gt;  min.."
"1546","ham","Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
"1732","ham","Lol. Well quality aint bad at all so i aint complaining"
"1722","ham","Am watching house ‰ÛÒ very entertaining ‰ÛÒ am getting the whole hugh laurie thing ‰ÛÒ even with the stick ‰ÛÒ indeed especially with the stick."
"432","ham","Does she usually take fifteen fucking minutes to respond to a yes or no question"
"3928","ham","Babe ? I lost you ... Will you try rebooting ?"
"3039","ham","Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
"2553","ham","Oh fine, I'll be by tonight"
"5170","ham","Now i'm going for lunch."
"847","ham","My stomach has been thru so much trauma I swear I just can't eat. I better lose weight."
"3038","ham","You are not bothering me but you have to trust my answers. Pls."
"1","ham","Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
"2395","ham","I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me..."
"350","ham","Just checking in on you. Really do miss seeing Jeremiah. Do have a great month"
"2524","ham","Sorry, I'll call later"
"2125","ham","Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
"2651","ham","Do you like shaking your booty on the dance floor?"
"3329","ham","Sac will score big hundred.he is set batsman:-)"
"638","ham","When Ì_ login dat time... Dad fetching Ì_ home now?"
"953","ham","Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
"3409","ham","Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
"1291","ham","Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... "
"2329","ham","That day you asked about anand number. Why:-)"
"602","ham","If u sending her home first it's ok lor. I'm not ready yet."
"3722","ham","I'm in a movie... Collect car oredi..."
"4114","ham","Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?"
"4431","ham","2mro i am not coming to gym machan. Goodnight."
"1890","ham","I gotta collect da car at 6 lei."
"1748","ham","I think u have the wrong number."
"897","ham","Hope you are having a good week. Just checking in"
"5439","ham","\What are youdoing later? Sar xxx\"""""
"98","ham","i see. When we finish we have loads of loans to pay"
"5107","ham","Ding me on ya break fassyole! Blacko from londn"
"3305","ham","Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet."
"615","ham","I called and said all to him:)then he have to choose this future."
"5535","ham","Ok which your another number"
"1431","ham","Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!"
"4567","ham","But you were together so you should be thinkin about him"
"3402","ham","'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
"4353","ham","Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
"4351","ham","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
"501","ham","Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
"192","ham","I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|"
"600","ham","I'm going out to buy mum's present ar."
"728","ham","Alright omw, gotta change my order to a half8th"
"2368","ham","V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)"
"1596","ham","Pls confirm the time to collect the cheque."
"1757","ham","Lmao ok I wont be needing u to do my hair anymore."
"5471","ham","I thought slide is enough."
"1995","ham","Have you been practising your curtsey?"
"3103","ham","U so lousy, run already come back then half dead... Hee..."
"1477","ham","I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?"
"5569","ham","Will Ì_ b going to esplanade fr home?"
"820","ham","\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
"4032","ham","I'm very happy for you babe ! Woo hoo party on dude!"
"1474","ham","Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
"3453","ham","Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
"4561","ham","Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe"
"1130","ham","So check your errors and if you had difficulties, do correction."
"269","ham","The evo. I just had to download flash. Jealous?"
"2315","ham","Also that chat was awesome but don't make it regular unless you can see her in person"
"464","ham","Sorry, I'll call later ok bye"
"81","ham","Sorry, I'll call later"
"3326","ham","Huh so fast... Dat means u havent finished painting?"
"4039","ham","I cant pick the phone right now. Pls send a message"
"3729","ham","I'm at home. Please call"
"3436","ham","If india win or level series means this is record:)"
"2871","ham","I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?"
"2164","ham","hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx"
"1109","ham","No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)"
"5399","ham","Hi. Hope you had a good day. Have a better night."
"327","ham","Hi da:)how is the todays class?"
"3934","ham","How come guoyang go n tell her? Then u told her?"
"2158","ham","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
"2037","ham","You can jot down things you want to remember later."
"3412","ham","No she didnt. I will search online and let you know."
"3514","ham","I always chat with you. In fact i need money can you raise me?"
"5267","ham","HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN"
"724","ham","Ya even those cookies have jelly on them"
"4771","ham","Hi..i got the money da:)"
"2591","ham","Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them."
"5505","ham","Wait . I will msg after  &lt;#&gt;  min."
"1084","ham","Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!"
"2306","ham","Still in the area of the restaurant. Ill try to come back soon"
"5135","ham","Sday only joined.so training we started today:)"
"937","ham","Since when, which side, any fever, any vomitin."
"34","ham","For fear of fainting with the of all that housework you just did? Quick have a cuppa"
"2912","ham","You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs"
"5294","ham","I donno its in your genes or something"
"4355","ham","Sorry, I can't help you on this."
"2610","ham","Awesome, text me when you're restocked"
"3470","ham","aathi..where are you dear.."
"1856","ham","K.:)you are the only girl waiting in reception ah?"
"764","ham","Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor..."
"38","ham","I see the letter B on my car"
"169","ham","Great escape. I fancy the bridge but needs her lager. See you tomo "
"736","ham","Then why no one talking to me"
"3848","ham","Can you plz tell me the ans. BSLVYL sent via fullonsms.com"
"716","ham","When i have stuff to sell i.ll tell you"
"1592","ham","That's my honeymoon outfit. :)"
"1706","ham","Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?"
"1881","ham","Just seeing your missed call my dear brother. Do have a gr8 day."
"3496","ham","Happy birthday... May u find ur prince charming soon n dun work too hard..."
"265","ham","Why you Dint come with us."
"3681","ham","LOL what happens in Vegas stays in vegas"
"3759","ham","GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
"2355","ham","R we going with the  &lt;#&gt;  bus?"
"2503","ham","Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
